author,book_id,book_title
David Eddings,673657,"Guardians of the West (The Malloreon, #1)"
Brandon Sanderson,13578175,The Emperor's Soul
Robin Hobb,45101,"The Mad Ship (Liveship Traders, #2)"
Michael J. Sullivan,10790290,"Theft of Swords (The Riyria Revelations, #1-2)"
Jim Butcher,133664,"Academ's Fury (Codex Alera, #2)"
Sara Raasch,17399160,"Snow Like Ashes (Snow Like Ashes, #1)"
Sarah J. Maas,18243700,"The Assassin's Blade (Throne of Glass, #0.1-0.5)"
Lois McMaster Bujold,61886,"The Curse of Chalion (World of the Five Gods, #1)"
Brandon Sanderson,22443261,"The Rithmatist (The Rithmatist, #1)"
Trudi Canavan,28250,"The Novice (Black Magician Trilogy, #2)"
John Connolly,69136,The Book of Lost Things
Terry Pratchett,34492,"Wintersmith (Discworld, #35; Tiffany Aching, #3)"
Jim Butcher,91475,"White Night (The Dresden Files, #9)"
Tamora Pierce,153784,"First Test (Protector of the Small, #1)"
Jonathan Stroud,59263,"The Golem's Eye (Bartimaeus, #2)"
Norton Juster,378,The Phantom Tollbooth
Terry Pratchett,47994,"The Last Continent (Discworld, #22; Rincewind #6)"
Terry Pratchett,34504,"Wyrd Sisters (Discworld, #6; Witches #2)"
Margaret Weis,23454,"Dragons of Winter Night (Dragonlance: Chronicles, #2)"
Trudi Canavan,28251,"The High Lord (Black Magician Trilogy, #3)"
Brandon Sanderson,16065004,"Shadows of Self (Mistborn, #5)"
China Miéville,68494,"Perdido Street Station (Bas-Lag, #1)"
Raymond E. Feist,13813,"A Darkness At Sethanon (The Riftwar Saga, #4)"
David Eddings,189811,"King of the Murgos (The Malloreon, #2)"
Terry Brooks,15567,"The Wishsong of Shannara (The Original Shannara Trilogy, #3)"
Tamora Pierce,24431,"Trickster's Choice (Daughter of the Lioness, #1)"
Terry Pratchett,34507,"Equal Rites (Discworld, #3; Witches #1)"
Anne Bishop,47956,Daughter of the Blood (The Black Jewels #1)
Patricia Briggs,71811,"Moon Called (Mercy Thompson, #1)"
Neil Gaiman,16790,Smoke and Mirrors: Short Fiction and Illusions
Kevin Hearne,9533378,"Hounded (The Iron Druid Chronicles, #1)"
Terry Pratchett,8785374,"Snuff (Discworld, #39; City Watch #8)"
Tamora Pierce,24094,"Wolf-Speaker (Immortals, #2)"
Tamora Pierce,13833,"Emperor Mage (Immortals, #3)"
David Eddings,371787,"Sorceress of Darshiva (The Malloreon, #4)"
Karen Marie Moning,112750,"Darkfever (Fever, #1)"
Roger Zelazny,92121,Nine Princes in Amber (The Chronicles of Amber #1)
David Eddings,286507,"Demon Lord of Karanda (The Malloreon, #3)"
Leigh Bardugo,14061957,"Ruin and Rising (Shadow and Bone, #3)"
David Eddings,110694,"The Seeress of Kell (The Malloreon, #5)"
Jim Butcher,3475161,"Turn Coat (The Dresden Files, #11)"
Tamora Pierce,13829,"Terrier (Beka Cooper, #1)"
Neil Gaiman,16788,Fragile Things: Short Fictions and Wonders
Peter V. Brett,6736971,"The Desert Spear (Demon Cycle, #2)"
Rick Riordan,9067850,"The Throne of Fire (Kane Chronicles, #2)"
Lloyd Alexander,24784,The Black Cauldron (The Chronicles of Prydain #2)
Richelle Mead,2282133,"Frostbite (Vampire Academy, #2)"
Stephen R. Donaldson,219205,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, #1)"
Jim Butcher,346087,"Captain's Fury (Codex Alera, #4)"
George R.R. Martin,147915,"A Storm of Swords: Blood and Gold (A Song of Ice and Fire, #3: Part 2 of 2)"
Maggie Stiefvater,17378527,"The Raven King (The Raven Cycle, #4)"
Victoria Aveyard,23174274,"Glass Sword (Red Queen, #2)"
Raymond E. Feist,13810,"Magician: Master (The Riftwar Saga, #2)"
Maria V. Snyder,60510,"Poison Study (Study, #1)"
Anne McCaffrey,28541,"Dragonsong (Harper Hall, #1)"
Kristen Britain,147843,"Green Rider (Green Rider, #1)"
P.C. Cast,30183,"Marked (House of Night, #1)"
Shannon Hale,85990,"Princess Academy (Princess Academy, #1)"
Gayle Forman,4374400,"If I Stay (If I Stay, #1)"
Kiera Cass,10507293,"The Selection (The Selection, #1)"
John Green,49750,An Abundance of Katherines
Sarah J. Maas,7896527,"Throne of Glass (Throne of Glass, #1)"
Stephanie Perkins,6936382,"Anna and the French Kiss (Anna and the French Kiss, #1)"
John Green,6567017,"Will Grayson, Will Grayson"
Ann Brashares,452306,"The Sisterhood of the Traveling Pants (Sisterhood, #1)"
Lauren Oliver,6482837,Before I Fall
Richelle Mead,2802316,"Shadow Kiss (Vampire Academy, #3)"
Tahereh Mafi,10429045,"Shatter Me (Shatter Me, #1)"
Ally Condie,15812814,"Crossed (Matched, #2)"
Jay Asher,29844228,Thirteen Reasons Why
Kiera Cass,18635016,"The One (The Selection, #3)"
Gayle Forman,8492825,"Where She Went (If I Stay, #2)"
Richelle Mead,5996153,"Blood Promise (Vampire Academy, #4)"
Nicola Yoon,18692431,"Everything, Everything"
Jerry Spinelli,22232,"Stargirl (Stargirl, #1)"
Stephanie Perkins,9961796,"Lola and the Boy Next Door (Anna and the French Kiss, #2)"
Richelle Mead,6527740,"Last Sacrifice (Vampire Academy, #6)"
Jandy Nelson,20820994,I'll Give You the Sun
Jennifer L. Armentrout,12578077,"Obsidian (Lux, #1)"
Sarah Dessen,51737,The Truth About Forever
Elizabeth Wein,11925514,"Code Name Verity (Code Name Verity, #1)"
Garth Nix,518848,"Sabriel (Abhorsen,  #1)"
Maggie Stiefvater,6068551,"Shiver (The Wolves of Mercy Falls, #1)"
Cornelia Funke,28194,"Inkheart (Inkworld, #1)"
Meg Cabot,38980,"The Princess Diaries (The Princess Diaries, #1)"
Sarah Dessen,51738,Just Listen
Simone Elkeles,4268157,"Perfect Chemistry (Perfect Chemistry, #1)"
Alyson Noel,3975774,"Evermore (The Immortals, #1)"
Rachel Hawkins,5287473,"Hex Hall (Hex Hall, #1)"
Veronica Rossi,11594257,"Under the Never Sky (Under the Never Sky, #1)"
Becky Albertalli,19547856,Simon vs. the Homo Sapiens Agenda
Becca Fitzpatrick,7791997,"Crescendo (Hush, Hush, #2)"
Ruta Sepetys,7824322,Between Shades of Gray
Kody Keplinger,6931356,The DUFF: Designated Ugly Fat Friend
Laurie Halse Anderson,5152478,Wintergirls
Kelley Armstrong,2800905,"The Summoning (Darkest Powers, #1)"
Michael  Grant,2536134,"Gone (Gone, #1)"
Lauren DeStefano,8525590,"Wither (The Chemical Garden, #1)"
Stephenie Meyer,7937462,"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)"
Alex Flinn,544891,"Beastly (Beastly, #1; Kendra Chronicles, #1)"
Libba Bray,51428,"Rebel Angels (Gemma Doyle, #2)"
P.C. Cast,1326258,"Chosen (House of Night, #3)"
Lauren Oliver,9593913,"Requiem (Delirium, #3)"
Katherine Paterson,2839,Bridge to Terabithia
Ned Vizzini,248704,It's Kind of a Funny Story
Susan Beth Pfeffer,213753,"Life As We Knew It (Last Survivors, #1)"
Stephanie Perkins,9627755,"Isla and the Happily Ever After (Anna and the French Kiss, #3)"
Jennifer E. Smith,10798416,The Statistical Probability of Love at First Sight
Cynthia Hand,7488244,"Unearthly (Unearthly, #1)"
Richelle Mead,8709527,"Bloodlines (Bloodlines, #1)"
Sarah Dessen,22205,This Lullaby
Maggie Stiefvater,9409458,"Forever (The Wolves of Mercy Falls, #3)"
Kerstin Gier,6325285,"Rubinrot (Edelstein-Trilogie, #1)"
Angie Thomas,32075671,The Hate U Give
Jesse Andrews,12700353,Me and Earl and the Dying Girl
Ann Brashares,5454,"The Second Summer of the Sisterhood (Sisterhood, #2)"
P.C. Cast,2866718,"Untamed (House of Night, #4)"
Gary Paulsen,50,"Hatchet (Brian's Saga, #1)"
Scott Westerfeld,493456,"Extras (Uglies, #4)"
Marie Lu,14290364,"Champion (Legend, #3)"
Sarah Dessen,1295102,Lock and Key
Scott O'Dell,233818,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)"
Ally Carter,852470,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)"
Lauren Kate,7740152,"Torment (Fallen, #2)"
James Patterson,13152,"The Angel Experiment (Maximum Ride, #1)"
Louise Rennison,402013,"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)"
Stephenie Meyer,4502877,"Midnight Sun (Twilight, #1.5)"
Melissa de la Cruz,872333,"Blue Bloods (Blue Bloods, #1)"
Kiera Cass,16248068,"The Elite (The Selection, #2)"
Huntley Fitzpatrick,12294652,My Life Next Door
E. Lockhart,1629601,The Disreputable History of Frankie Landau-Banks
Kami Garcia,7842288,"Beautiful Darkness (Caster Chronicles, #2)"
Katie McGarry,10194514,"Pushing the Limits (Pushing the Limits, #1)"
Jandy Nelson,6604794,The Sky Is Everywhere
Jennifer L. Armentrout,13047090,"Onyx (Lux, #2)"
Richelle Mead,6479259,"Spirit Bound (Vampire Academy, #5)"
Holly Black,46777,"Tithe (Modern Faerie Tales, #1)"
Rachel Cohn,25373,Nick & Norah's Infinite Playlist
Libba Bray,127459,"The Sweet Far Thing (Gemma Doyle, #3)"
P.C. Cast,4134071,"Hunted (House of Night, #5)"
Libba Bray,9464733,Beauty Queens
Judy Blume,37732,"Are You There God? It's Me, Margaret"
Julie Kagawa,7747064,The Iron Daughter
Becca Fitzpatrick,10637766,"Silence (Hush, Hush, #3)"
Morgan Matson,7664334,Amy & Roger's Epic Detour
Scott Westerfeld,24768,"Pretties (Uglies, #2)"
Kiersten White,7719245,"Paranormalcy (Paranormalcy, #1)"
John Boyne,39999,The Boy in the Striped Pajamas
Nicola Yoon,28763485,The Sun Is Also a Star
Ann Brashares,5452,"Girls in Pants: The Third Summer of the Sisterhood (Sisterhood, #3)"
Jenny Han,5821978,"The Summer I Turned Pretty (Summer, #1)"
Michael Scott,17402605,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)"
Jennifer Niven,18460392,All the Bright Places
Lois Lowry,12930,"Messenger (The Giver, #3)"
Rainbow Rowell,32768522,Carry On
Moira Young,9917938,"Blood Red Road (Dust Lands, #1)"
Jamie McGuire,11505797,"Beautiful Disaster (Beautiful, #1)"
Sylvia Day,20448515,"Bared to You (Crossfire, #1)"
Tammara Webber,16056408,"Easy (Contours of the Heart, #1)"
J.R. Ward,42899,"Dark Lover (Black Dagger Brotherhood, #1)"
Nicholas Sparks,5526,Dear John
Lauren Oliver,11614718,"Delirium (Delirium, #1)"
Colleen Hoover,15717943,"Hopeless (Hopeless, #1)"
Diana Gabaldon,5364,"Dragonfly in Amber (Outlander, #2)"
Nicholas Sparks,6400090,The Last Song
Sylvia Day,13596809,"Reflected in You (Crossfire, #2)"
Julia Quinn,110391,"The Duke and I (Bridgertons, #1)"
Rainbow Rowell,8909152,Attachments
Nicholas Sparks,3063499,The Lucky One
Nicholas Sparks,7812659,Safe Haven
J.R. Ward,35729,"Lover Eternal (Black Dagger Brotherhood, #2)"
Diana Gabaldon,10987,"Voyager (Outlander, #3)"
Colleen Hoover,24445517,"Maybe Someday (Maybe, #1)"
Lisa Kleypas,114166,"Devil in Winter (Wallflowers, #3)"
Emma Chase,18297707,"Tangled (Tangled, #1)"
J. Lynn,17314430,"Wait for You (Wait for You, #1)"
Jamie McGuire,15745950,"Walking Disaster (Beautiful, #2)"
Jennifer Crusie,854757,Bet Me
Elle Kennedy,24920901,"The Deal (Off-Campus, #1)"
Sylvain Reynard,10140661,"Gabriel's Inferno (Gabriel's Inferno, #1)"
R.L. Mathewson,11381643,"Playing for Keeps (Neighbor from Hell, #1)"
J.A. Redmerski,16081272,"The Edge of Never (The Edge of Never, #1)"
Abbi Glines,16070903,"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)"
Lisa Kleypas,114162,"Secrets of a Summer Night (Wallflowers, #1)"
Cecelia Ahern,366522,P.S. I Love You
Christina Lauren,16102004,"Beautiful Bastard (Beautiful Bastard, #1)"
J.R. Ward,42898,"Lover Revealed (Black Dagger Brotherhood, #4)"
Sophie Kinsella,33724,Can You Keep a Secret?
Colleen Hoover,34324605,Confess
Nicholas Sparks,3478,Message in a Bottle
Julia Quinn,110384,"Romancing Mister Bridgerton (Bridgertons, #4)"
S.C. Stephens,13517535,"Thoughtless (Thoughtless, #1)"
Diana Gabaldon,10988,"Drums of Autumn (Outlander, #4)"
Nora Roberts,6070950,"Bed of Roses (Bride Quartet, #2)"
Sarah MacLean,6584134,"Nine Rules to Break When Romancing a Rake (Love By Numbers, #1)"
Jeaniene Frost,1421990,"Halfway to the Grave (Night Huntress, #1)"
Colleen Hoover,27362503,It Ends with Us
Karen Marie Moning,743599,"Beyond the Highland Mist (Highlander, #1)"
Nora Roberts,6781956,"Savor the Moment (Bride Quartet, #3)"
J.R. Ward,1240662,"Lover Enshrined (Black Dagger Brotherhood, #6)"
Colleen Hoover,19390926,"Point of Retreat (Slammed, #2)"
Julie James,6642402,"Something About You (FBI/US Attorney, #1)"
Sally   Thorne,25883848,The Hating Game
Susan Elizabeth Phillips,73070,"It Had to Be You (Chicago Stars, #1)"
Sarah MacLean,10428803,"A Rogue by Any Other Name (The Rules of Scoundrels, #1)"
Nicholas Sparks,3466,"The Wedding (The Notebook, #2)"
Sarah J. Maas,17167166,"Crown of Midnight (Throne of Glass, #2)"
Emily Giffin,42156,"Something Borrowed (Darcy & Rachel, #1)"
Rainbow Rowell,18081809,Landline
Lisa Kleypas,105574,"Scandal in Spring (Wallflowers, #4)"
Jessica Sorensen,16113791,"The Coincidence of Callie & Kayden (The Coincidence, #1)"
Courtney Milan,13489919,"The Duchess War (Brothers Sinister, #1)"
Kylie Scott,17983690,"Lick (Stage Dive, #1)"
J.R. Ward,5098079,"Lover Avenged (Black Dagger Brotherhood, #7)"
Jennifer Probst,13486122,"The Marriage Bargain (Marriage to a Billionaire, #1)"
Nora Roberts,59829,"Dance Upon the Air (Three Sisters Island, #1)"
Nalini Singh,178476,Slave to Sensation (Psy-Changeling #1)
Shannon Hale,248483,"Austenland (Austenland, #1)"
Nora Roberts,114145,"Born in Fire (Born In Trilogy, #1)"
Sherrilyn Kenyon,84136,Fantasy Lover (Dark-Hunterverse #1)
Nicholas Sparks,15926,Nights in Rodanthe
Nora Roberts,59810,"Jewels of the Sun (Gallaghers of Ardmore, #1)"
Julie Garwood,107779,"The Bride (Lairds' Fiancées, #1)"
Tessa Dare,18052985,"Romancing the Duke (Castles Ever After, #1)"
Julia Quinn,110396,"When He was Wicked (Bridgertons, #6)"
Julia Quinn,110386,"To Sir Phillip, With Love (Bridgertons, #5)"
J.R. Ward,7046495,"Lover Mine (Black Dagger Brotherhood, #8)"
Mia Sheridan,32822135,Archer's Voice
Julia Quinn,9571478,"Just Like Heaven (Smythe-Smith Quartet, #1)"
Gayle Forman,17623975,"Just One Day (Just One Day, #1)"
Abbi Glines,17029526,"Never Too Far (Rosemary Beach, #2; Too Far, #2)"
Nicholas Sparks,15925,The Guardian
Nicholas Sparks,25402194,The Choice
Julie Kagawa,6644117,"The Iron King (The Iron Fey, #1)"
Penelope Douglas,20803953,"Bully (Fall Away, #1)"
Nora Roberts,114159,"Blue Dahlia (In the Garden, #1)"
Nora Roberts,628139,"Sea Swept (Chesapeake Bay Saga, #1)"
Nicholas Sparks,3462,The Rescue
Julie James,3863861,Just the Sexiest Man Alive
Loretta Chase,425377,"Lord of Scoundrels (Scoundrels, #3)"
Diana Gabaldon,10967,"The Fiery Cross (Outlander, #5)"
Simone Elkeles,7137775,"Rules of Attraction (Perfect Chemistry, #2)"
Nicholas Sparks,10766509,The Best of Me
Julia Quinn,110393,"It's in His Kiss (Bridgertons, #7)"
Jennifer Ashley,5981872,"The Madness of Lord Ian Mackenzie (Mackenzies & McBrides, #1)"
Lisa Kleypas,2948832,"Seduce Me at Sunrise (The Hathaways, #2)"
Kristen Ashley,12299419,"Mystery Man (Dream Man, #1)"
Nicholas Sparks,3463,A Bend in the Road
Julia Quinn,110387,"The Secret Diaries of Miss Miranda Cheever (Bevelstoke, #1)"
Ian McEwan,6867,Atonement
Sherrilyn Kenyon,6944032,"Night Pleasures (Dark-Hunter, #1)"
Nalini Singh,3819326,"Angels' Blood (Guild Hunter, #1)"
Lisa Kleypas,6264710,"Tempt Me at Twilight (The Hathaways, #3)"
K.A. Tucker,15990969,"Ten Tiny Breaths (Ten Tiny Breaths, #1)"
Gena Showalter,476543,The Darkest Night (Lords of the Underworld #1)
Jenny Han,20698530,"P.S. I Still Love You (To All the Boys I've Loved Before, #2)"
Judith McNaught,129619,"A Kingdom of Dreams (Westmoreland, #1)"
Katy Evans,17617277,"Real (Real, #1)"
Lisa Kleypas,306364,"Sugar Daddy (Travises, #1)"
Susan Elizabeth Phillips,73086,Kiss an Angel
Nora Roberts,762053,"Key of Light (Key Trilogy, #1)"
Eloisa James,8449698,"When Beauty Tamed the Beast (Fairy Tales, #2)"
Nora Roberts,12099007,"The Last Boyfriend (Inn BoonsBoro, #2)"
Kasie West,15283043,The Distance Between Us
Paullina Simons,83144,"The Bronze Horseman (The Bronze Horseman, #1)"
Kresley Cole,14384,A Hunger Like No Other (Immortals After Dark #2)
Susan Elizabeth Phillips,73089,"Match Me If You Can (Chicago Stars, #6)"
Sarah MacLean,13424032,"One Good Earl Deserves a Lover (The Rules of Scoundrels, #2)"
Nora Roberts,59830,"Heaven and Earth (Three Sisters Island, #2)"
Sylvain Reynard,13639050,"Gabriel's Rapture (Gabriel's Inferno, #2)"
Elle Kennedy,25564665,"The Mistake (Off-Campus, #2)"
E.L. James,10818853,"Fifty Shades of Grey (Fifty Shades, #1)"
Abbi Glines,11479285,"Breathe (Sea Breeze, #1)"
Lisa Kleypas,4066312,"Smooth Talking Stranger (Travises, #3)"
Julia Quinn,110388,"On the Way to the Wedding (Bridgertons, #8)"
Jude Deveraux,73385,A Knight in Shining Armor
Nora Roberts,59822,"Face the Fire (Three Sisters Island, #3)"
Julia Quinn,861326,"The Viscount Who Loved Me (Bridgertons, #2)"
Jeaniene Frost,2168860,"One Foot in the Grave (Night Huntress, #2)"
R.L. Mathewson,12351649,"Perfection (Neighbor from Hell, #2)"
Sophie Kinsella,33722,The Undomestic Goddess
Susan Elizabeth Phillips,73064,"Natural Born Charmer (Chicago Stars, #7)"
Nora Roberts,26046,"Morrigan's Cross (Circle Trilogy, #1)"
Nora Roberts,86321,"Black Rose (In the Garden, #2)"
Jennifer L. Armentrout,13362536,"Opal (Lux, #3)"
Tina Reber,8204005,"Love Unscripted (Love, #1)"
Nora Roberts,59821,"Red Lily (In the Garden, #3)"
J.R. Ward,10993282,"Lover Reborn (Black Dagger Brotherhood, #10)"
Julie James,5082599,Practice Makes Perfect
Jill Shalvis,7863423,"Simply Irresistible (Lucky Harbor, #1)"
Lisa Kleypas,330721,"Dreaming of You (The Gamblers, #2)"
Nora Roberts,534733,"Rising Tides (Chesapeake Bay Saga, #2)"
Nora Roberts,59825,"Inner Harbor (Chesapeake Bay Saga, #3)"
Nora Roberts,248682,"Key of Knowledge (Key Trilogy, #2)"
S.C. Stephens,15842441,"Effortless (Thoughtless, #2)"
Erin Watt,28678119,"Paper Princess (The Royals, #1)"
Nora Roberts,98405,"Born in Shame (Born In Trilogy, #3)"
Georgette Heyer,261689,The Grand Sophy
Kristen Ashley,6538757,"Rock Chick (Rock Chick, #1)"
Penny Reid,17673307,"Neanderthal Seeks Human (Knitting in the City, #1)"
Nora Roberts,16158558,"Dark Witch (The Cousins O'Dwyer Trilogy, #1)"
John Green,33290383,Let it Snow
Courtney Milan,13190596,"The Governess Affair (Brothers Sinister, #0.5)"
Nicholas Sparks,3464,"True Believer (Jeremy Marsh & Lexie Darnell, #1)"
Karen Marie Moning,112754,"Kiss of the Highlander (Highlander, #4)"
Nora Roberts,114206,"Key of Valor (Key Trilogy, #3)"
Jennifer Crusie,33727,"Welcome to Temptation (Dempseys, #1)"
Sophie Kinsella,1358844,Remember Me?
Nora Roberts,12716613,The Witness
Christina Lauren,16117506,"Beautiful Stranger (Beautiful Bastard, #2)"
Olivia Cunning,8379374,"Backstage Pass (Sinners on Tour, #1)"
Thea Harrison,9637479,"Dragon Bound (Elder Races, #1)"
Colleen Hoover,17340050,"Losing Hope (Hopeless, #2)"
Nora Roberts,114187,"Chesapeake Blue (Chesapeake Bay Saga, #4)"
Julia Quinn,5500109,"What Happens in London (Bevelstoke, #2)"
Abbi Glines,12900174,"The Vincent Boys (The Vincent Boys, #1)"
Susan Elizabeth Phillips,73084,"Heaven, Texas (Chicago Stars, #2)"
Nora Roberts,407234,"Blood Brothers (Sign of Seven, #1)"
Meljean Brook,7864587,"The Iron Duke (Iron Seas, #1)"
Jessica Sorensen,15717876,"The Secret of Ella and Micha (The Secret, #1)"
Tessa Dare,11738128,"A Week to Be Wicked (Spindle Cove, #2)"
Tara Sivec,23016317,"Seduction and Snacks (Chocolate Lovers, #1)"
Lisa Kleypas,674220,"Again the Magic (Wallflowers, #0)"
Tessa Dare,23587120,"When a Scot Ties the Knot (Castles Ever After, #3)"
E.L. James,25644601,"Grey (Fifty Shades, #4)"
Jeaniene Frost,7039218,"Once Burned (Night Prince, #1)"
Jessica Park,11096647,"Flat-Out Love (Flat-Out Love, #1)"
Susan Elizabeth Phillips,73100,"This Heart of Mine (Chicago Stars, #5)"
Jennifer E. Smith,15790873,"This Is What Happy Looks Like (This is What Happy Looks Like, #1)"
E.L. James,13536860,"Fifty Shades Freed (Fifty Shades, #3)"
Alice Clayton,15858248,"Wallbanger (Cocktail, #1)"
Graeme Simsion,16181775,"The Rosie Project (Don Tillman, #1)"
V.E. Schwab,13638125,"Vicious (Villains, #1)"
Gregory Maguire,37442,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)"
Karen Marie Moning,344262,"Bloodfever (Fever, #2)"
Samantha Young,15760001,"On Dublin Street (On Dublin Street, #1)"
Emily Brontë,6185,Wuthering Heights
J.R. Ward,42900,"Lover Awakened (Black Dagger Brotherhood, #3)"
Karen Marie Moning,2702704,"Faefever (Fever, #3)"
Karen Marie Moning,7304203,"Shadowfever (Fever, #5)"
Karen Marie Moning,6050298,"Dreamfever (Fever, #4)"
Ilona Andrews,38619,"Magic Bites (Kate Daniels, #1)"
Matthew Quick,13539044,The Silver Linings Playbook
J.R. Ward,304027,"Lover Unbound (Black Dagger Brotherhood, #5)"
Richelle Mead,235718,"Succubus Blues (Georgina Kincaid, #1)"
Nathaniel Hawthorne,12296,The Scarlet Letter
Kelley Armstrong,11918,"Bitten (Women of the Otherworld, #1)"
C.J. Roberts,12513614,"Captive in the Dark (The Dark Duet, #1)"
Anne Bishop,15711341,"Written in Red (The Others, #1)"
Jeaniene Frost,3570231,"At Grave's End (Night Huntress, #3)"
Nicholas Sparks,3473,A Walk to Remember
Jojo Moyes,25041504,"After You (Me Before You, #2)"
Patricia Briggs,285205,"Blood Bound (Mercy Thompson, #2)"
Jeaniene Frost,5604848,"Destined for an Early Grave (Night Huntress, #4)"
Amy Tan,7763,The Joy Luck Club
Chloe Neill,4447622,"Some Girls Bite (Chicagoland Vampires, #1)"
Charlaine Harris,7091488,"Dead in the Family (Sookie Stackhouse, #10)"
Barbara Kingsolver,7244,The Poisonwood Bible
Larissa Ione,2679633,"Pleasure Unbound (Demonica, #1)"
Ilona Andrews,1811543,"Magic Burns (Kate Daniels, #2)"
Lisa Genova,2153405,Still Alice
Jodi Picoult,14866,Nineteen Minutes
Patricia Briggs,1412138,"Iron Kissed (Mercy Thompson, #3)"
Ilona Andrews,6479550,"Magic Bleeds (Kate Daniels, #4)"
Charlaine Harris,7981206,"Dead Reckoning (Sookie Stackhouse, #11)"
Brian K. Vaughan,193589753,"Saga, Vol. 3 (Saga, #3)"
Jeaniene Frost,6871617,"This Side of the Grave (Night Huntress, #5)"
Patricia Briggs,3128411,"Bone Crossed (Mercy Thompson, #4)"
Jojo Moyes,18693716,One Plus One
R.K. Lilley,16134782,"In Flight (Up in the Air, #1)"
Patricia Briggs,2355575,"Cry Wolf (Alpha & Omega, #1)"
Deborah Harkness,11559200,"Shadow of Night (All Souls Trilogy, #2)"
Khaled Hosseini,16115612,And the Mountains Echoed
C.S. Pacat,9305362,"Captive Prince (Captive Prince, #1)"
J. Lynn,13614836,"Tempting the Best Man (Gamble Brothers, #1)"
Brian K. Vaughan,230933674,"Saga, Vol. 4 (Saga, #4)"
Sara Gruen,43641,Water for Elephants
Madeline Miller,11250317,The Song of Achilles
Kresley Cole,6388558,The Warlord Wants Forever (Immortals After Dark #1)
Cecelia Ahern,147865,"Love, Rosie"
William Shakespeare,8852,Macbeth
Patricia Briggs,6587387,"Silver Borne (Mercy Thompson, #5)"
Emma Cline,26893819,The Girls
Nalini Singh,6582637,"Archangel's Kiss (Guild Hunter, #2)"
Jennifer L. Armentrout,14060046,Obsession
Jeaniene Frost,7954556,"One Grave at a Time (Night Huntress, #6)"
Richelle Mead,2754510,Storm Born (Dark Swan #1)
Tracey Garvis-Graves,15505346,"On the Island (On the Island, #1)"
Ilona Andrews,8559047,"Magic Slays (Kate Daniels, #5)"
Hannah Kent,17333319,Burial Rites
C.J. Roberts,13612739,"Seduced in the Dark (The Dark Duet, #2)"
Jeaniene Frost,6547187,"First Drop of Crimson (Night Huntress World, #1)"
Sue Monk Kidd,18079776,The Invention of Wings
Gail Carriger,6933876,"Changeless (Parasol Protectorate, #2)"
Chloe Neill,6319978,"Friday Night Bites (Chicagoland Vampires, #2)"
Joanna Wylde,17375956,"Reaper's Property (Reapers MC, #1)"
Samantha Shannon,17199504,"The Bone Season (The Bone Season, #1)"
Richelle Mead,1316617,"Succubus on Top (Georgina Kincaid, #2)"
Jodi Ellen Malpas,16140036,"This Man (This Man, #1)"
Carol Rifka Brunt,12875258,Tell the Wolves I'm Home
Jeaniene Frost,13125234,"Twice Tempted (Night Prince, #2)"
Sylvia Day,17876893,"Captivated by You (Crossfire, #4)"
J.R. Ward,13570854,"Lover at Last (Black Dagger Brotherhood, #11)"
Colleen Hoover,17788401,Ugly Love
